Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
6614,12,0,1,2019,138,3828.0,3695.0,1,0
6615,6,0,1,2019,76,1036.0,599.0,3,0
6616,12,0,1,2019,128,115.0,1147.0,4,0
6617,12,0,0,2019,84,6393.0,5643.0,1,0
6618,12,0,0,2019,128,21284.0,20039.0,2,0
6619,12,0,0,2019,128,1269.0,1269.0,4,0
6620,6,0,1,2019,76,4689.0,2796.0,2,0
6621,12,0,1,2019,76,747.0,738.0,4,0
6622,6,0,0,2019,138,15776.0,14808.0,2,0
6623,12,0,1,2019,128,1400.0,1400.0,0,0
6624,12,0,0,2019,138,17178.0,16086.0,2,0
6625,6,0,0,2019,84,14041.0,8697.0,2,0
6626,3,0,1,2020,67,2012.0,1663.0,3,0
6627,3,0,1,2020,71,4567.0,4545.0,1,0
6628,3,0,1,2020,76,2251.0,1319.0,2,0
6629,3,0,1,2020,88,6746.0,4324.0,2,0
6630,3,0,1,2020,88,2784.0,2575.0,1,0
6631,3,0,0,2020,140,7856.0,7856.0,1,0
6632,3,0,1,2020,69,4304.0,4157.0,1,0
6633,3,0,0,2020,76,2255.0,1469.0,1,0
6634,3,0,1,2020,77,767.0,754.0,3,0
6635,3,0,0,2020,88,1722.0,1722.0,0,0
6636,3,0,1,2020,95,604.0,425.0,0,0
6637,3,0,1,2020,95,589.0,328.0,4,0
6638,3,0,1,2020,138,1338.0,969.0,0,0
6639,3,0,1,2020,67,254.0,254.0,2,0
6640,3,0,1,2020,69,12002.0,11424.0,2,0
6641,3,0,1,2020,76,282.0,249.0,0,0
6642,3,0,0,2020,138,2370.0,2370.0,0,0
6643,3,0,1,2020,71,1876.0,1876.0,0,0
6644,3,0,1,2020,84,771.0,599.0,0,0
6645,3,0,0,2020,95,3085.0,1936.0,1,0
6646,3,0,0,2020,95,1428.0,970.0,3,0
6647,3,0,0,2020,95,768.0,768.0,4,0
6648,3,0,1,2020,143,1769.0,1714.0,0,0
6649,3,0,0,2020,143,7286.0,7286.0,1,0
6650,3,0,1,2020,69,2038.0,2038.0,3,0
6651,3,0,0,2020,70,17239.0,17239.0,2,0
6652,3,0,1,2020,88,999.0,999.0,0,0
6653,3,0,0,2020,95,1083.0,1083.0,0,0
6654,3,0,0,2020,138,6273.0,4479.0,1,0
6655,3,0,1,2020,138,1707.0,1487.0,3,0
6656,3,0,0,2020,143,3399.0,3399.0,3,0
6657,3,0,1,2020,67,689.0,631.0,4,0
6658,3,0,0,2020,70,8216.0,8216.0,1,0
6659,3,0,0,2020,71,17709.0,17709.0,2,0
6660,3,0,1,2020,71,844.0,844.0,4,0
6661,3,0,1,2020,76,293.0,151.0,4,0
6662,3,0,1,2020,77,335.0,335.0,0,0
6663,3,0,1,2020,95,4109.0,3233.0,2,0
6664,3,0,0,2020,140,3243.0,3243.0,3,0
6665,3,0,1,2020,141,3499.0,3160.0,1,0
6666,3,0,0,2020,67,15697.0,13312.0,2,0
6667,3,0,0,2020,152,2635.0,2635.0,3,0
6668,3,0,1,2020,67,4073.0,3057.0,1,0
6669,3,0,1,2020,152,250.0,852.0,4,0
6670,3,0,0,2020,76,599.0,481.0,3,0
6671,3,0,0,2020,77,2759.0,2759.0,1,0
6672,3,0,1,2020,95,892.0,541.0,3,0
6673,3,0,0,2020,141,3293.0,3293.0,3,0
6674,3,0,1,2020,152,2011.0,1758.0,0,0
6675,3,0,0,2020,77,5250.0,5250.0,2,0
6676,3,0,0,2020,138,382.0,382.0,4,0
6677,3,0,1,2020,70,1501.0,1501.0,3,0
6678,3,0,1,2020,76,848.0,534.0,1,0
6679,3,0,0,2020,84,2184.0,1992.0,3,0
6680,3,0,1,2020,140,3044.0,2990.0,1,0
6681,3,0,1,2020,141,1549.0,1549.0,0,0
6682,3,0,1,2020,143,2066.0,2066.0,3,0
6683,3,0,1,2020,69,242.0,242.0,2,0
6684,3,0,1,2020,70,1899.0,1899.0,0,0
6685,3,0,0,2020,70,3177.0,3177.0,3,0
6686,3,0,1,2020,71,12734.0,11146.0,2,0
6687,3,0,1,2020,77,401.0,401.0,4,0
6688,3,0,0,2020,84,9092.0,8150.0,2,0
6689,3,0,1,2020,84,1302.0,885.0,3,0
6690,3,0,0,2020,138,2487.0,2312.0,3,0
6691,3,0,1,2020,140,956.0,909.0,4,0
6692,3,0,0,2020,152,7617.0,7617.0,1,0
6693,3,0,0,2020,67,848.0,848.0,4,0
6694,3,0,0,2020,69,17221.0,17221.0,2,0
6695,3,0,1,2020,70,4438.0,4363.0,1,0
6696,3,0,0,2020,71,3401.0,3401.0,3,0
6697,3,0,1,2020,76,50.0,50.0,1,1
6698,3,0,1,2020,95,1582.0,1128.0,1,0
6699,3,0,1,2020,140,8774.0,7946.0,2,0
6700,3,0,0,2020,143,16173.0,16173.0,2,0
6701,3,0,1,2020,67,1779.0,1579.0,0,0
6702,3,0,0,2020,69,2981.0,2981.0,3,0
6703,3,0,1,2020,76,610.0,367.0,3,0
6704,3,0,1,2020,84,5319.0,4111.0,2,0
6705,3,0,1,2020,138,812.0,727.0,4,0
6706,3,0,0,2020,141,8422.0,8422.0,1,0
6707,3,0,1,2020,141,974.0,974.0,4,0
6708,3,0,1,2020,152,12088.0,9340.0,2,0
6709,3,0,1,2020,67,11238.0,8816.0,2,0
6710,3,0,0,2020,67,7347.0,5075.0,1,0
6711,3,0,1,2020,69,1857.0,1857.0,0,0
6712,3,0,0,2020,76,3960.0,2906.0,2,0
6713,3,0,0,2020,76,731.0,731.0,0,0
6714,3,0,1,2020,76,31.0,31.0,0,1
6715,3,0,0,2020,84,1372.0,1372.0,0,0
6716,3,0,0,2020,95,6628.0,5957.0,2,0
6717,3,0,1,2020,141,2198.0,2198.0,3,0
6718,3,0,0,2020,71,7835.0,7835.0,1,0
6719,3,0,1,2020,76,66.0,66.0,2,0
6720,3,0,1,2020,88,706.0,706.0,4,0
6721,3,0,0,2020,84,301.0,301.0,4,0
6722,3,0,1,2020,95,37.0,37.0,2,0
6723,3,0,0,2020,140,14431.0,14431.0,2,0
6724,3,0,1,2020,140,1676.0,1676.0,3,0
6725,3,0,1,2020,152,4866.0,4253.0,1,0
6726,3,0,1,2020,152,2669.0,2246.0,3,0
6727,3,0,0,2020,67,2819.0,2655.0,0,0
6728,3,0,0,2020,67,2229.0,2229.0,3,0
6729,3,0,1,2020,70,12492.0,11501.0,2,0
6730,3,0,1,2020,70,798.0,798.0,4,0
6731,3,0,1,2020,71,2074.0,2074.0,3,0
6732,3,0,1,2020,77,1016.0,1008.0,1,0
6733,3,0,0,2020,88,10190.0,10190.0,2,0
6734,3,0,1,2020,84,2349.0,1500.0,1,0
6735,3,0,1,2020,138,7652.0,5684.0,2,0
6736,3,0,0,2020,138,13714.0,10041.0,2,0
6737,3,0,1,2020,141,9476.0,8303.0,2,0
6738,3,0,0,2020,141,16636.0,16636.0,2,0
6739,3,0,1,2020,143,3735.0,3547.0,1,0
6740,3,0,0,2020,152,17173.0,16601.0,2,0
6741,3,0,0,2020,69,7932.0,7932.0,1,0
6742,3,0,0,2020,76,737.0,534.0,4,0
6743,3,0,1,2020,77,3133.0,2278.0,2,0
6744,3,0,1,2020,88,1482.0,1482.0,3,0
6745,3,0,0,2020,84,4399.0,4009.0,1,0
6746,3,0,1,2020,84,688.0,352.0,4,0
6747,3,0,1,2020,138,2937.0,2322.0,1,0
6748,3,0,1,2020,140,1506.0,1506.0,0,0
6749,3,0,1,2020,143,9397.0,8849.0,2,0
6750,3,0,1,2020,143,961.0,961.0,4,0
6751,3,0,0,2020,152,3627.0,3627.0,0,0
6752,4,0,1,2020,40,602.0,602.0,4,0
6753,4,0,1,2020,59,523.0,331.0,0,0
6754,4,0,1,2020,59,13.0,13.0,1,1
6755,4,0,1,2020,67,843.0,457.0,3,0
6756,4,0,0,2020,67,1602.0,1283.0,3,0
6757,4,0,0,2020,67,244.0,115.0,4,0
6758,4,0,0,2020,76,167.0,65.0,0,0
6759,4,0,0,2020,81,1090.0,1090.0,0,0
6760,4,0,1,2020,81,861.0,657.0,4,0
6761,4,0,0,2020,103,1361.0,1361.0,0,0
6762,4,0,1,2020,103,923.0,208.0,3,0
6763,4,0,1,2020,138,1129.0,291.0,2,0
6764,4,0,0,2020,138,2367.0,1513.0,1,0
6765,4,0,0,2020,142,4663.0,4405.0,2,0
6766,4,0,1,2020,142,340.0,285.0,0,0
6767,4,0,1,2020,146,799.0,603.0,4,0
6768,17,0,0,2020,67,7726.0,7590.0,1,0
6769,17,0,1,2020,103,645.0,572.0,4,0
6770,5,0,0,2020,54,2441.0,2441.0,0,0
6771,5,0,0,2020,60,4282.0,3862.0,1,0
6772,5,0,0,2020,67,8281.0,5546.0,2,0
6773,5,0,1,2020,67,32.0,32.0,1,1
6774,5,0,1,2020,67,60.0,24.0,4,0
6775,5,0,1,2020,76,2.0,2.0,0,1
6776,5,0,0,2020,76,122.0,6.0,3,0
6777,5,0,1,2020,76,1.0,1.0,4,1
6778,5,0,0,2020,77,128.0,128.0,3,0
6779,5,0,1,2020,108,1362.0,427.0,2,0
6780,5,0,0,2020,108,3526.0,2427.0,2,0
6781,5,0,1,2020,133,252.0,115.0,1,0
6782,5,0,0,2020,134,790.0,790.0,3,0
6783,5,0,0,2020,179,2937.0,2700.0,3,0
6784,11,0,1,2020,84,1524.0,1040.0,1,0
6785,4,0,1,2020,0,2070.0,807.0,2,0
6786,4,0,0,2020,0,5240.0,3603.0,2,0
6787,4,0,1,2020,0,126.0,68.0,2,0
6788,4,0,1,2020,59,1238.0,519.0,1,0
6789,4,0,0,2020,64,859.0,859.0,4,0
6790,4,0,1,2020,76,4.0,4.0,0,1
6791,4,0,1,2020,85,466.0,251.0,1,0
6792,4,0,1,2020,101,2153.0,1333.0,1,0
6793,4,0,0,2020,103,72.0,72.0,4,0
6794,4,0,1,2020,111,1162.0,887.0,0,0
6795,4,0,0,2020,111,923.0,923.0,4,0
6796,4,0,0,2020,138,842.0,294.0,3,0
6797,17,0,1,2020,76,16.0,16.0,0,1
6798,17,0,0,2020,103,8058.0,8049.0,1,0
6799,17,0,0,2020,103,2906.0,2906.0,3,0
6800,17,0,0,2020,138,15829.0,15183.0,2,0
6801,5,0,0,2020,60,1847.0,1811.0,3,0
6802,5,0,0,2020,87,2386.0,1519.0,2,0
6803,5,0,1,2020,87,588.0,366.0,1,0
6804,5,0,0,2020,103,4435.0,3203.0,2,0
6805,11,0,1,2020,76,147.0,112.0,0,0
6806,11,0,0,2020,76,255.0,255.0,4,0
6807,3,0,1,2020,153,520.0,520.0,4,0
6808,4,0,1,2020,40,1567.0,128.0,2,0
6809,4,0,1,2020,64,3728.0,2265.0,1,0
6810,4,0,1,2020,64,203.0,874.0,4,0
6811,4,0,1,2020,76,2.0,1.0,2,0
6812,4,0,0,2020,81,4915.0,4462.0,1,0
6813,4,0,1,2020,84,183.0,44.0,3,0
6814,4,0,1,2020,85,197.0,108.0,0,0
6815,4,0,1,2020,101,712.0,596.0,0,0
6816,4,0,0,2020,103,3168.0,1052.0,2,0
6817,4,0,1,2020,111,3235.0,2438.0,1,0
6818,4,0,1,2020,138,768.0,226.0,1,0
6819,4,0,1,2020,111,304.0,290.0,4,0
6820,4,0,0,2020,142,1931.0,1931.0,3,0
6821,4,0,1,2020,146,2413.0,2243.0,1,0
6822,4,0,1,2020,146,1531.0,1424.0,3,0
6823,4,0,0,2020,149,2285.0,2206.0,0,0
6824,17,0,1,2020,42,2889.0,2814.0,3,0
6825,17,0,1,2020,67,1757.0,1550.0,0,0
6826,17,0,0,2020,67,454.0,454.0,4,0
6827,17,0,0,2020,138,2803.0,2453.0,3,0
6828,5,0,1,2020,60,52.0,52.0,2,0
6829,5,0,1,2020,67,3738.0,2023.0,2,0
6830,5,0,1,2020,67,9.0,9.0,3,1
6831,5,0,1,2020,77,156.0,106.0,1,0
6832,5,0,1,2020,103,1824.0,1423.0,1,0
6833,5,0,1,2020,127,2423.0,2079.0,1,0
6834,11,0,1,2020,84,839.0,589.0,3,0
6835,11,0,0,2020,138,2762.0,2455.0,3,0
6836,4,0,0,2020,59,1536.0,1417.0,0,0
6837,4,0,0,2020,76,5.0,5.0,2,0
6838,4,0,1,2020,76,18.0,5.0,0,0
6839,4,0,1,2020,76,13.0,1.0,4,0
6840,4,0,1,2020,84,11.0,11.0,1,1
6841,4,0,0,2020,84,91.0,91.0,4,0
6842,4,0,1,2020,85,762.0,301.0,2,0
6843,4,0,1,2020,85,193.0,123.0,4,0
6844,4,0,0,2020,101,735.0,735.0,4,0
6845,4,0,1,2020,142,1624.0,1195.0,2,0
6846,4,0,0,2020,146,367.0,367.0,4,0
6847,4,0,1,2020,149,2185.0,1468.0,1,0
6848,4,0,1,2020,149,588.0,282.0,4,0
6849,17,0,0,2020,42,4233.0,4233.0,0,0
6850,17,0,1,2020,67,10428.0,8383.0,2,0
6851,17,0,1,2020,67,2083.0,1442.0,3,0
6852,17,0,1,2020,76,2941.0,2042.0,2,0
6853,17,0,0,2020,84,6141.0,5347.0,1,0
6854,17,0,0,2020,103,3319.0,3319.0,0,0
6855,5,0,1,2020,54,1727.0,1112.0,3,0
6856,5,0,1,2020,59,1419.0,876.0,1,0
6857,5,0,0,2020,60,8868.0,5862.0,2,0
6858,5,0,1,2020,60,590.0,441.0,4,0
6859,5,0,1,2020,67,1612.0,614.0,1,0
6860,5,0,1,2020,87,175.0,61.0,4,0
6861,5,0,1,2020,103,9.0,9.0,2,0
6862,5,0,1,2020,127,4349.0,3002.0,2,0
6863,5,0,0,2020,127,2397.0,2397.0,3,0
6864,5,0,1,2020,134,76.0,76.0,2,0
6865,5,0,1,2020,179,1442.0,1058.0,0,0
6866,11,0,0,2020,67,14597.0,13110.0,2,0
6867,11,0,1,2020,67,228.0,228.0,2,0
6868,4,0,1,2020,0,1375.0,508.0,1,0
6869,4,0,1,2020,76,1.0,1.0,4,1
6870,4,0,1,2020,84,298.0,25.0,2,0
6871,4,0,1,2020,84,87.0,20.0,0,0
6872,4,0,1,2020,84,11.0,11.0,0,1
6873,4,0,0,2020,111,8897.0,8371.0,2,0
6874,4,0,1,2020,138,41.0,27.0,1,1
6875,4,0,0,2020,146,2988.0,2988.0,0,0
6876,17,0,0,2020,76,3442.0,1938.0,1,0
6877,17,0,1,2020,138,3456.0,2727.0,1,0
6878,5,0,1,2020,54,4463.0,1894.0,2,0
6879,5,0,1,2020,59,785.0,456.0,3,0
6880,5,0,1,2020,60,726.0,578.0,0,0
6881,5,0,1,2020,76,105.0,31.0,2,0
6882,5,0,1,2020,76,32.0,14.0,0,0
6883,5,0,0,2020,108,2892.0,2642.0,1,0
6884,5,0,1,2020,103,635.0,273.0,0,0
6885,5,0,1,2020,103,1113.0,435.0,3,0
6886,5,0,0,2020,103,2210.0,1762.0,3,0
6887,5,0,1,2020,103,846.0,198.0,4,0
6888,5,0,1,2020,127,1548.0,851.0,3,0
6889,5,0,1,2020,133,88.0,52.0,0,0
6890,5,0,0,2020,134,330.0,330.0,0,0
6891,5,0,0,2020,138,1017.0,642.0,3,0
6892,5,0,1,2020,175,3447.0,2276.0,2,0
6893,5,0,0,2020,179,2918.0,2582.0,0,0
6894,5,0,1,2020,179,314.0,628.0,4,0
6895,11,0,0,2020,67,5939.0,3613.0,1,0
6896,11,0,1,2020,76,6.0,6.0,4,1
6897,11,0,0,2020,138,12810.0,11266.0,2,0
6898,11,0,0,2020,138,6150.0,5845.0,1,0
6899,3,0,1,2020,153,5156.0,3276.0,1,0
6900,4,0,0,2020,0,2911.0,1484.0,1,0
6901,4,0,0,2020,0,1141.0,508.0,3,0
6902,4,0,1,2020,67,32.0,22.0,1,1
6903,4,0,0,2020,76,338.0,31.0,1,0
6904,4,0,0,2020,76,107.0,35.0,3,0
6905,4,0,1,2020,81,715.0,392.0,3,0
6906,4,0,0,2020,84,1005.0,574.0,1,0
6907,4,0,1,2020,85,43.0,43.0,1,1
6908,4,0,0,2020,101,1762.0,1762.0,0,0
6909,4,0,0,2020,138,606.0,470.0,4,0
6910,4,0,1,2020,138,304.0,110.0,4,0
6911,17,0,1,2020,76,447.0,355.0,0,0
6912,17,0,1,2020,76,385.0,216.0,4,0
6913,17,0,0,2020,76,715.0,715.0,4,0
6914,17,0,1,2020,138,1410.0,988.0,0,0
6915,17,0,1,2020,138,879.0,730.0,4,0
6916,5,0,0,2020,59,5520.0,3302.0,2,0
6917,5,0,0,2020,59,64.0,64.0,2,0
6918,5,0,1,2020,59,542.0,309.0,0,0
6919,5,0,1,2020,60,1417.0,977.0,3,0
6920,5,0,0,2020,76,32.0,32.0,4,0
6921,5,0,1,2020,77,189.0,108.0,2,0
6922,5,0,0,2020,77,271.0,271.0,4,0
6923,5,0,1,2020,84,594.0,319.0,2,0
6924,5,0,1,2020,138,1464.0,617.0,2,0
6925,5,0,1,2020,138,917.0,607.0,1,0
6926,5,0,0,2020,175,798.0,798.0,4,0
6927,11,0,1,2020,67,491.0,474.0,4,0
6928,11,0,0,2020,67,2418.0,2228.0,3,0
6929,11,0,0,2020,76,2871.0,2142.0,2,0
6930,11,0,0,2020,84,7800.0,5011.0,2,0
6931,4,0,0,2020,0,1594.0,1577.0,0,0
6932,4,0,1,2020,59,466.0,222.0,4,0
6933,4,0,1,2020,81,574.0,486.0,0,0
6934,4,0,0,2020,84,924.0,443.0,2,0
6935,4,0,0,2020,85,777.0,544.0,3,0
6936,4,0,0,2020,101,6495.0,4789.0,2,0
6937,4,0,1,2020,101,80.0,80.0,2,0
6938,4,0,1,2020,103,803.0,650.0,4,0
6939,4,0,0,2020,111,6261.0,6156.0,1,0
6940,4,0,0,2020,142,1434.0,1434.0,0,0
6941,4,0,1,2020,149,33.0,1.0,2,0
6942,4,0,0,2020,149,4385.0,3401.0,1,0
6943,17,0,0,2020,138,7695.0,6925.0,1,0
6944,5,0,1,2020,67,65.0,65.0,2,0
6945,5,0,0,2020,76,438.0,348.0,1,0
6946,5,0,0,2020,76,18.0,18.0,1,1
6947,5,0,1,2020,77,62.0,47.0,3,0
6948,5,0,1,2020,84,365.0,225.0,1,0
6949,5,0,1,2020,84,75.0,9.0,4,0
6950,5,0,1,2020,87,961.0,597.0,2,0
6951,5,0,1,2020,127,827.0,546.0,0,0
6952,5,0,1,2020,127,664.0,547.0,4,0
6953,5,0,0,2020,133,316.0,307.0,0,0
6954,5,0,0,2020,138,1340.0,1279.0,0,0
6955,5,0,1,2020,138,184.0,74.0,4,0
6956,5,0,1,2020,175,699.0,382.0,4,0
6957,11,0,1,2020,67,1554.0,1303.0,3,0
6958,11,0,1,2020,76,1222.0,582.0,2,0
6959,11,0,0,2020,76,1413.0,1228.0,1,0
6960,3,0,0,2020,153,3933.0,3933.0,0,0
6961,3,0,1,2020,153,2797.0,2708.0,3,0
6962,4,0,1,2020,40,1233.0,835.0,3,0
6963,4,0,0,2020,81,4704.0,3700.0,2,0
6964,4,0,0,2020,84,29.0,29.0,2,0
6965,4,0,1,2020,84,33.0,33.0,2,0
6966,4,0,1,2020,81,35.0,35.0,2,0
6967,4,0,1,2020,84,92.0,52.0,4,0
6968,4,0,1,2020,101,1322.0,551.0,3,0
6969,4,0,1,2020,138,289.0,127.0,0,0
6970,4,0,1,2020,146,1040.0,842.0,0,0
6971,17,0,1,2020,42,5595.0,5036.0,1,0
6972,17,0,1,2020,67,4155.0,3109.0,1,0
6973,17,0,0,2020,79,1198.0,1198.0,3,0
6974,17,0,1,2020,84,6204.0,3936.0,2,0
6975,17,0,0,2020,84,10987.0,9241.0,2,0
6976,17,0,1,2020,103,1937.0,1767.0,0,0
6977,17,0,1,2020,103,2605.0,2355.0,3,0
6978,5,0,1,2020,54,1056.0,848.0,0,0
6979,5,0,1,2020,59,2244.0,1301.0,2,0
6980,5,0,1,2020,59,44.0,44.0,1,1
6981,5,0,1,2020,59,358.0,227.0,4,0
6982,5,0,1,2020,60,3380.0,2382.0,2,0
6983,5,0,1,2020,84,204.0,46.0,3,0
6984,5,0,0,2020,84,530.0,398.0,3,0
6985,5,0,1,2020,108,291.0,158.0,0,0
6986,5,0,1,2020,133,167.0,84.0,3,0
6987,5,0,1,2020,138,38.0,38.0,1,1
6988,5,0,1,2020,138,432.0,282.0,3,0
6989,5,0,0,2020,175,4923.0,4074.0,1,0
6990,5,0,1,2020,175,1270.0,854.0,3,0
6991,11,0,1,2020,76,6.0,6.0,3,1
6992,11,0,0,2020,84,1507.0,1458.0,3,0
6993,4,0,1,2020,64,1204.0,1164.0,0,0
6994,4,0,0,2020,67,1725.0,1612.0,0,0
6995,4,0,1,2020,67,1645.0,667.0,1,0
6996,4,0,0,2020,85,113.0,113.0,4,0
6997,4,0,1,2020,103,587.0,131.0,0,0
6998,4,0,1,2020,103,1415.0,507.0,1,0
6999,4,0,0,2020,103,1944.0,1924.0,3,0
7000,4,0,1,2020,138,17.0,14.0,2,0
7001,4,0,0,2020,138,1302.0,907.0,0,0
7002,4,0,0,2020,149,8056.0,6491.0,2,0
7003,17,0,0,2020,79,4358.0,4250.0,1,0
7004,17,0,1,2020,84,818.0,725.0,4,0
7005,17,0,1,2020,103,9467.0,6420.0,2,0
7006,5,0,1,2020,67,10.0,10.0,0,1
7007,5,0,0,2020,67,4048.0,2494.0,1,0
7008,5,0,1,2020,84,120.0,101.0,0,0
7009,5,0,0,2020,87,1003.0,778.0,3,0
7010,5,0,0,2020,127,3470.0,3470.0,0,0
7011,5,0,0,2020,127,643.0,643.0,4,0
7012,5,0,1,2020,134,148.0,127.0,4,0
7013,5,0,1,2020,138,1.0,1.0,3,1
7014,5,0,0,2020,138,365.0,365.0,4,0
7015,5,0,0,2020,175,6740.0,5408.0,2,0
7016,5,0,1,2020,179,6278.0,4470.0,2,0
7017,11,0,1,2020,67,1404.0,1332.0,0,0
7018,11,0,1,2020,138,6212.0,4269.0,2,0
7019,3,0,1,2020,153,1992.0,1992.0,0,0
7020,4,0,0,2020,40,1847.0,1847.0,2,0
7021,4,0,1,2020,59,148.0,129.0,2,0
7022,4,0,1,2020,67,747.0,519.0,0,0
7023,4,0,0,2020,67,3589.0,2186.0,1,0
7024,4,0,1,2020,85,331.0,223.0,3,0
7025,4,0,1,2020,101,901.0,503.0,4,0
7026,4,0,0,2020,138,3802.0,1067.0,2,0
7027,4,0,0,2020,146,5547.0,5461.0,1,0
7028,4,0,0,2020,146,2421.0,2421.0,3,0
7029,17,0,0,2020,67,17405.0,15928.0,2,0
7030,17,0,0,2020,76,947.0,947.0,0,0
7031,17,0,0,2020,79,1553.0,1553.0,0,0
7032,17,0,1,2020,79,941.0,860.0,3,0
7033,17,0,0,2020,84,2322.0,1933.0,3,0
7034,17,0,0,2020,138,2958.0,2958.0,0,0
7035,17,0,0,2020,138,849.0,849.0,4,0
7036,5,0,0,2020,54,164.0,164.0,2,0
7037,5,0,0,2020,54,6226.0,5667.0,1,0
7038,5,0,0,2020,59,1667.0,878.0,3,0
7039,5,0,0,2020,76,521.0,37.0,2,0
7040,5,0,1,2020,108,169.0,169.0,2,0
7041,5,0,1,2020,108,981.0,659.0,1,0
7042,5,0,0,2020,134,1263.0,952.0,2,0
7043,5,0,1,2020,134,312.0,272.0,1,0
7044,5,0,0,2020,179,11722.0,9428.0,2,0
7045,11,0,1,2020,67,8464.0,5701.0,2,0
7046,11,0,0,2020,84,3768.0,2647.0,1,0
7047,11,0,1,2020,138,2612.0,1956.0,1,0
7048,11,0,1,2020,149,1975.0,1557.0,0,0
7049,3,0,1,2020,153,13231.0,12880.0,2,0
7050,4,0,0,2020,59,506.0,220.0,4,0
7051,4,0,1,2020,67,3388.0,1498.0,2,0
7052,4,0,0,2020,67,93.0,93.0,1,1
7053,4,0,1,2020,76,29.0,1.0,3,0
7054,4,0,1,2020,81,937.0,566.0,1,0
7055,4,0,0,2020,84,372.0,118.0,3,0
7056,4,0,0,2020,85,1730.0,1101.0,1,0
7057,4,0,0,2020,101,1783.0,1783.0,3,0
7058,4,0,1,2020,103,38.0,38.0,2,0
7059,4,0,1,2020,146,4298.0,3775.0,2,0
7060,4,0,0,2020,146,8579.0,8220.0,2,0
7061,4,0,0,2020,149,888.0,463.0,4,0
7062,17,0,1,2020,42,845.0,678.0,4,0
7063,17,0,0,2020,67,3301.0,3301.0,0,0
7064,17,0,1,2020,76,14.0,14.0,1,1
7065,17,0,0,2020,79,7863.0,5978.0,2,0
7066,17,0,1,2020,79,3651.0,3272.0,2,0
7067,17,0,1,2020,79,618.0,563.0,0,0
7068,17,0,0,2020,103,15707.0,13903.0,2,0
7069,17,0,1,2020,138,1993.0,1012.0,3,0
7070,5,0,0,2020,60,533.0,533.0,4,0
7071,5,0,1,2020,67,742.0,584.0,0,0
7072,5,0,1,2020,76,83.0,10.0,1,0
7073,5,0,1,2020,76,4.0,4.0,1,1
7074,5,0,1,2020,76,41.0,19.0,3,0
7075,5,0,1,2020,76,3.0,3.0,3,1
7076,5,0,0,2020,84,88.0,88.0,2,0
7077,5,0,0,2020,84,1412.0,990.0,2,0
7078,5,0,1,2020,87,418.0,271.0,3,0
7079,5,0,0,2020,108,1045.0,1045.0,0,0
7080,5,0,1,2020,108,554.0,360.0,3,0
7081,5,0,1,2020,108,495.0,392.0,4,0
7082,5,0,0,2020,108,765.0,765.0,4,0
7083,5,0,1,2020,133,30.0,30.0,1,1
7084,5,0,1,2020,133,124.0,77.0,4,0
7085,5,0,0,2020,175,2199.0,2005.0,3,0
7086,11,0,1,2020,84,151.0,145.0,2,0
7087,11,0,1,2020,84,15.0,15.0,1,1
7088,11,0,1,2020,138,647.0,609.0,4,0
7089,11,0,1,2020,149,9878.0,7814.0,2,0
7090,11,0,1,2020,149,2408.0,1714.0,3,0
7091,4,0,0,2020,59,5882.0,3194.0,2,0
7092,4,0,0,2020,67,7845.0,5254.0,2,0
7093,4,0,1,2020,76,66.0,2.0,2,0
7094,4,0,0,2020,76,27.0,7.0,4,0
7095,4,0,1,2020,81,2257.0,819.0,2,0
7096,4,0,0,2020,84,73.0,73.0,0,0
7097,4,0,1,2020,85,41.0,41.0,2,0
7098,4,0,0,2020,103,3762.0,2722.0,1,0
7099,4,0,0,2020,142,2516.0,2491.0,1,0
7100,4,0,1,2020,142,515.0,406.0,3,0
7101,4,0,1,2020,146,178.0,178.0,2,0
7102,4,0,1,2020,149,807.0,482.0,0,0
7103,17,0,0,2020,42,963.0,963.0,3,0
7104,17,0,0,2020,67,2987.0,2987.0,3,0
7105,17,0,0,2020,76,1603.0,1317.0,3,0
7106,17,0,1,2020,79,655.0,558.0,4,0
7107,17,0,0,2020,84,1879.0,1879.0,0,0
7108,17,0,1,2020,138,8266.0,5567.0,2,0
7109,5,0,1,2020,54,157.0,70.0,4,0
7110,5,0,0,2020,54,887.0,887.0,4,0
7111,5,0,0,2020,59,1369.0,1226.0,0,0
7112,5,0,0,2020,67,1582.0,1369.0,3,0
7113,5,0,0,2020,67,235.0,83.0,4,0
7114,5,0,1,2020,76,4.0,4.0,2,0
7115,5,0,0,2020,77,931.0,570.0,2,0
7116,5,0,0,2020,77,704.0,502.0,1,0
7117,5,0,1,2020,84,48.0,39.0,2,0
7118,5,0,1,2020,84,13.0,13.0,0,1
7119,5,0,1,2020,87,46.0,46.0,1,1
7120,5,0,0,2020,87,270.0,270.0,4,0
7121,5,0,0,2020,133,852.0,585.0,2,0
7122,5,0,0,2020,133,98.0,98.0,4,0
7123,5,0,1,2020,134,99.0,90.0,0,0
7124,5,0,1,2020,175,750.0,586.0,0,0
7125,5,0,1,2020,175,2053.0,1729.0,1,0
7126,5,0,1,2020,179,3299.0,1361.0,1,0
7127,5,0,0,2020,179,6849.0,5120.0,1,0
7128,11,0,0,2020,76,773.0,455.0,3,0
7129,11,0,0,2020,84,355.0,355.0,4,0
